Business_reviews,Amount
yxihnhu-Jg-W45cgQ-lvPQ,13
Gp_r7VmolRIgYaOkHzOSUw,13
wyDWf4-YO_CMgW3XiMMM4g,13
H_UaFz1px6JtfxYxl6k4ew,13
fNHaN7gjh7yO2olNBPu0Zw,13
gbHJ5v1TVJxQjzmGxeDpUg,13
OQlHE5AGkZZjf4OVcywKqw,13
L7Iiy1KBFpWdVyDY3drGjg,13
6RZEB2SRK0uK4nOt27JciQ,13
rrH5z02NGj20suu_WnG0IA,13
X-QPZ94d4UL-7asBAwuAlA,13
8dbvmtigu0xLVN9CYkqbMw,13
cdnTBw0Ghpais2LzMMbnTg,13
JPEo1KMRZcx1BSTGwUE-ew,13
dlU1GvV8nb63Duf5WUa2Aw,13
QlftJrBQV07DZP7Z6-_1Jg,13
-EGUHD80Yj0_bsBImJCITg,13
pcNqDNsDNRub9NMYxifx5A,13
cbGBXtwS0x93PHGiFAryuA,13
oC1rO2Nr9yzU7dxF0MwGLw,13
Gl1ETVQpQHX6n3dWSvX59Q,13
gztvFvJ5dXz-wAy0afoa5A,13
x4lbYBnUNqbuEBRVplAKGQ,13
_PdmupHWKJrvVMgDu9I9nQ,13
lTVPN9wEnHcRotSDYLtrWw,13
0-K_aqLzDAoD-3elHAn80g,13
jcTVBqRPbT6B2vDO7Uj5JQ,13
XVabIw6lpv2OD7pjkdHg0g,13
--_lZuj_WCGnDG6n0emlRg,13
bwDeI0YRqn7rToBwH4ptKQ,13
ilmeQ1JjjRLAaamfj8_S-g,13
rwcJPZMsFfBKahA-mb6M2Q,13
dv0-R0ETIMAtS1LsU9tQIw,13
9fwkK8CBUrMwtxqKp6eazQ,13
2EWZLzieEZo8KD-Kw2N91A,13
YpP7LIPix1HTSvYvLijIoQ,13
50egwkdO2tvM0DnTGsEvkg,13
kvt7lGaRArkeDbw5eCZP8w,13
_YgRJ_nOCKEQi7e3K-soXQ,13
0xAZqknLc4pFKt__2tMCvw,13
8SnKoooOAIPwoYHojpxWhg,13
ALnwLqN5kK48UsSTONmF6Q,13
dRQ3TduKAPxC8OPR4k9hcA,13
vkPfTX9aja-XTb2PfpA2SQ,13
LsURm9QFJCb9kCiZgKtuIg,13
55WfAHNTRR_GdNB9ko84tQ,13
i3_SE4SCUydCnkT7Lo328w,13
CjotjEjteeBeBsURCPBZxQ,13
7xi1GUyVk-qTNaUSvI9VIQ,13
eWbDxvMtmQR0zcKU6Drzsg,13
Gmwa3dHeqM_kHJHFrMJ2bQ,13
McXrCojEIjuw_7w6mK2aow,13
WQadSpbvnbKFXiDduPbN5A,13
8Kb9cDo8f3D4YtcKYSljag,13
SP7EZBSO3OOcJYjNa3SFGA,13
9fqcpnPlEApBQ9nyjSPiTw,13
A_2noC7CWV2gy0gvZLA-vQ,13
O5dIYsqFl_aj1geYv65kYw,13
9UJ9Sc1JCcAVrzObQhZ7lw,13
7_mN08RcG_2S0Q4qMT2BdQ,13
1QxqPEuJY21z4Tpu0F34CA,13
WvkAtS_k4oJyVw8KlEEoJQ,13
hR2UN-P8RTpSqxti8Ek29Q,13
8I59on0hU0iAaJDBC9kmVQ,13
9kQ29_35YgJlMAPizh7Fgg,13
Bg3KT97I7bRJJ7fjVHRlFw,13
C5fyEjAJU9-kJtOD_XaJUw,13
LeXyBj_G-Topof8uRHE7bg,13
Qh356qhW4XuyhIqSCTAtYg,13
j352GcMs_tju7dz0mtntKA,13
34GP9XZ2oKHXWWsbhZkVzw,13
Rd8UbVjam5zKSCBbb0Uv5w,13
LHHEyM8vKnn5WWVo_szxzA,13
HSXrtq67jwjasp4ECngzuw,13
qoX0BWUTCIEXJAN-5Je_lQ,13
OO3rLJl_WMhtGg4OJQVNVQ,13
87lcGuiskjrqBlMwVY0zrg,13
gw63pra6qj49Xmq0Hp2uVg,13
vpYm7L3MUF5b8NwyaJYRvw,13
Vs1GKzhgYLBthayVNuIbGA,13
ftka75A1aMohstE7V1Bcow,13
xb0hjIOPiiKn6MEovzebqg,13
gdtagv6cJFKHhyJy0rulTQ,13
GPH4uCZ77fI_cNGPIntHeg,13
_Oksx3ALgKLRVxeAR8l_qA,13
prqaQ0-xv2MXbuKcJrJ8qA,13
7pIDvhmpc6pJJayiEEkQnQ,13
0wOvEQ64sIpRunXcFYEXqg,13
mK5J2hWLE4k31VVrdLgK6A,13
P56XVVXUXtB4hE9IdsGWzQ,13
KbZIVavCEStT_Unw3-ZBag,13
_kGt3lW_MTGaRVdytRSk_A,13
TdeerOWcDx4IDDoYByPCPw,13
kBDcEKcbWcPn_MQewb5mJg,13
NQSf5mfLEuGGGPTbimdlxQ,13
_l6AG7bSq7XiObKRQSl5yA,13
HxLwxgGyLM2-3jcfv1c3Rg,13
MgPFJPsNPBKS6N8q3kdIBQ,13
Qoi_x6vt2FgHhK_YIcEKfA,13
Q9k0k1KfYloxEleL1sDSdQ,13
qGMbTLa6pHpmBqbDwBmUQw,13
EB5yYtevLmE81yJmwuIL-g,13
gzIoAbSyM4vQ7yvtJ-CTIQ,13
GGlDhS8QvcpMvRAkKaDDlw,13
_8igh2mxuHZTOnm0k2MT_Q,13
44r14MgF0vUYljccBMiYXQ,13
SKVcMhzzxOJuJhT7AkfgzQ,13
2T-nxTseBKJYMyREAZwTUA,13
C610P29O0OmAK7sAPD3YqA,13
XP0js6XHiWaCd_LFwGhZpA,13
289hFutlzZFcRU7cBElc7g,13
EsM0Z6qsEJnOWXGZHbzkhg,13
npgwQ6nrjk2h16YLea4JEw,13
qWlAXLsnFZP0IOZXb3L8yQ,13
knuD5Zz6SqeEmzlWLtLyRA,13
XsWie3lnpO69zJgBVgPnaA,13
5oA_6FVkModS02Yc3jkQiA,13
6eqJDrjqMXEDNRf3S6vzZA,13
IFIukzHCMXBz_yUjKxUt8w,13
Rohb8_C1EuwmiTBojwex5Q,13
NCJkOqbMpeONS2LXwlUy-Q,13
e3B5ZXh84pTsFIBU1lRhxA,13
6zBCuzJwov08YisHZkfU2Q,13
b1CHgEuGp_EIhonqEeshww,13
mH-uzmGyuf2MtM0D9ao91w,13
PUP0E3EJIeWWaOl8L8AcJw,13
fNjozYBX0X4ES3ME7WVgXQ,13
YWkklfkQOs2RFAk52HzA1Q,13
23-3UTac0FJUtEW-ox_nsQ,13
0ISqOoDM-DL72U_dpNVJqw,13
Hb4r8q0_aRFjmvmxJc96uQ,13
kpIICAHMJt94ECKtsIYrNQ,13
cBOVzG16Jj6W0UromIftMA,13
qK24BGXxnjnIcSG08mb0Zg,13
zKGDsicxJW_27aSdceUb-g,13
x6ooXAGn97DgtD6FUR4RNw,13
liy3id4Wj1AaIduwETiVSQ,13
kELlpqADPdWUDpEojTQHNA,13
koW6aCN30gjzQG9L_uaTIA,13
YnY1TlV_rSohtDFc8gIHdQ,13
kIZoBswE943dMzfPzNdsBw,13
dQW4kbl2o4GCYzbPj_KA9w,13
AK6-1pokrB84QV8fFL-z0w,13
0-P3EeId-QIghMsV4Vgsbg,13
GjS6aw_A5-E1xQd5Ko7Z2A,13
ZL0zrXL1Py_DWVTnwbo44w,13
y4exYcOCc5ximnsZu5hx2w,13
YPnEWatN77hU9eFYsh1Eag,13
motROepGwkotZ21ZVMmVxQ,13
HszIFq0D6aZKJwW2hVwWLw,13
A947neZo54WSi1n-ALfuxA,13
IUy1uzwr_aQ4nzdBNMwgRA,13
dLYENv48bQXo62xjeclRxw,13
nzDcBY5yIcIzpqlBZWJS_A,13
_iVxEzVaWol84FM2_zJNWA,13
Q8g2GxMBYIkzE0RW74mPew,13
fov36Q5xZGleGIdTjUO3GQ,13
WnoQ9OrQA2BCye8EeudsFw,13
Wv2cI9YA6qLlZFTlMGkhow,13
Uf9GCIm4lRlwT7q9ajf7gg,13
qLd0j3GV2G8gDg74GyhndA,13
SfBjoyCcKewPpTWkNR8t8w,13
6iywxcUAfylQhoR3-3q3ag,13
W0gc6F-1OvRdHdbz8Erx4g,13
GRnSCmd37yF5GPWD3Hd5bg,13
aMWIf4KIGl84tJthX43hQg,13
sOvdDge1Y4oR3tN7PgC7IQ,13
p0uuerchvaSneXr7n3zacA,13
HwOPBPXYbjKe9U9s9ymJ2Q,13
IzglEbc7Sx-KNqXnKlyF5Q,13
7Ps1a5hS0VTHEZILVPKbzg,13
cz4pvYGYhAMb66V1ho7MOA,13
uoQd5ALjj906-lCFeuhVqw,13
H1bbYNKgk6JF9pKcBXyDXw,13
Vy427AHXjCEPaSv7SmB3cA,13
sSvjgXvj3F-t7AXbKc4zRw,13
THvYHk7pEjlGSG9nZiqrww,13
sepj1hKUIbvZ_U36SKu94w,13
C_Rv9_R41_8qAz1TA3kW7A,13
q4kRMaAO30M1qU78LlV0XQ,13
bV1y608RMNfqZry314-uxw,13
tFRgcsaMrE6iqtjC9UvfGg,13
xF9r1XbMvEOsJeHlmFhIvw,13
LzGfFqDkjPJtCx19z5vJTQ,13
6hXJdNr3qk-F3NjvMmrT8g,13
7SC59d4nl7hc3BFjaMPSEw,13
23ooJPzU5ahL_NFzAAXQLA,13
XKj07H-SUl1_fuvAv3ncHQ,13
56Jvuoxhig_Qh0jFnLbGMw,13
mMe1LOpPCtz_lu-R2HrLxQ,13
Akei9YE-lZDX9fOpW7i3Pg,13
UdppZLn7IP9rREDeEzp13w,13
XipwoysF1dPd0BJfNBo2Zw,13
CuRMr3VOH06rY4r_CFtBrQ,13
E75On_k7QvS2l9YKwXb75Q,13
s4ZvDiEAg6jOYynt4zB_rQ,13
vln582yf0nbUuHzBnY6yOQ,13
mMsgdRmHZ1m1Yi88YYJ87w,13
RLqydzwJbWUMvrvw7Vsedw,13
19cfoMxg9RmZvRNONCwshg,13
JA5kSpUpr9lVGKUb-JN_-g,13
np5ELvlW5Q2kN7yBx9FC6Q,13
XTsiutArkvTDr-BU5B_Itw,13
e-Dfq8Vylc_evbuKeG8g2A,13
hBuuhKe-l-JGtLVsuPOEJg,13
9nNyNgSoZR-isT2EkTW1eQ,13
8CLQHcYUyH49dKMwBsuoSg,13
vhfCas0Wc7nvstRqANkGrg,13
FgO-y6VVbnRdRZdpbgi1Aw,13
kaoDMrIYG6iDU8AhT-G-0g,13
w07KQ6UGshK-Xpb2Nrqxng,13
-TcixRtn5X3s9UUcs0lYvA,13
pCjv5IzudylwENuH5sx6nA,13
6B6qF_3KO85YNgDEehDlLQ,13
VRKWcDbNPOYOmblWznA9MQ,13
lVdubEodgoSWdVXqpxU1Hw,13
STRb5IJ05JPMcSy9jOh3Jw,13
r8E5JGMTXVG2fPMjyHp4eA,13
xu_OTULsVAdGdrdwXbRRZw,13
l7IPMoYTa4YbUgrGyP6hKA,13
IAearA2yMTjgSSuhJDKN0A,13
VHYNVgSHj2I71oQD-2kPwg,13
RBvHrSFIpEcvZH_16HYgzg,13
VljqqHrReCpkHb8fHhrzSw,13
8nJNiMy9ARJKfE8qX5VaYQ,13
q3CmU1veDlGnKjfTTEuTzg,13
VMhmOuo1BDg9SIkLCA0kMA,13
FsGcOzCA-7d2FinRXg0pRg,13
H6tpSTTwCde0AbDP97Xy-Q,13
UOksU_8-ExIa-VF1bscM_w,13
FBP0CTo_8JbtTiZ0nIoY_g,13
jvhUmQ3Sy-JZJhb6XUGUaA,13
DDSlaH86g4liAmxA1pN4OQ,13
uuO_v2N6qpb8SA2dtCpj2w,13
D7eybffp_QGAdHhbhS0vww,13
kiJC6SGxIYhmtjBHcD89Fw,13
07NBn37_9HB63c-JdIbR8w,13
wPuoQJPbrEQyBt9K73JiQQ,13
GU9Cmcwudub8l_NaghjXlg,13
hZgAeijJ_Cjrhp1Uo3--2g,13
NG3SFWgDgjMMpIJoQoQ3XQ,13
1pVacUgOZgaOl6WIAqhK1g,13
R5ycR4CZc1mNdxDtY2PYAw,13
oyphMnt1nOKvWxB98R5oJw,13
gpv6Zr7j8eihTHHmHD_kUg,13
6Ljzx1cJvXre0dv5uPYonQ,13
-LMoWiT_tnscUgj81T-sBg,13
Y07G0q5OH5_Oj2WLueBELw,13
Pf7Il8sXShhwSltLzTyvfw,13
JEqDb_W8Dbnn8e944v2Iyw,13
pXiI4tOyvep6sm5mQhr0Kg,13
Zc9aC0tCu9p5ft1q0xUn0Q,13
4wEoBx3k-NjfPvR7qh4c8w,13
9yCJLq2n9ti1m4jP3Uw2OQ,13
sCPnc0nPQs0hwU8JeV-e8g,13
kJg3OA_-aXgLnIxizh76Hg,13
lqInkEZhaF4o5Tz7gn8AFg,13
QkpdKnzXqm8TUXA-PJs2FA,13
g0LoEZMkAq9FdreZznsgNw,13
1g41_vYO7439m1sdtmkwYg,13
y-UYZw4ON99NwsIPwpXMBA,13
H8vEXnLCkKMtTlXwcRltYA,13
MyWCabRttpYqNFz36aizVQ,13
JyQ-sQ4Yy95MEaDrSculbQ,13
reyOJU-0vKOSlxlOxz-3Xg,13
C9nMHCaxUYxTiLQ1DaJygA,13
vBNXL86rOFVp5W073VI5cA,13
WykYlMo5gVqhHAw6MDNMWg,13
pN3O2ZLRiSLPyCWCe6-DNQ,13
Zb5jEG7VhyUUrtKcFm4D4A,13
f76kKoakTyRAPc7n_Cy_lQ,13
ZcilFA6xHN_xIpL1xnDDkA,13
9jw1yL-mWf3ZemBzv4C-gg,13
-t9AIWJbQbpVKTV8Xoa5fw,13
cRWfG4bnVec8tiF8VAycyA,13
2Scg8uG7x6xgkr3XFH1xQw,13
fei3avQ1kztdbpPDb3b7vQ,13
KmKkS_Hi3eotE1VeKHZUBw,13
bGZwESrHlIb6mFqvxw0Hyw,13
QBuyT7RmnVj2AnS3NfxIBg,13
WOMUsCZzkiIRmOv0oVcAPw,13
IKvFWy5NdXeHv3JIcVHQCQ,13
2c7qkJxkNUi8WLp1HlrjQw,13
Vy9z5-Wf7-A9X9403eUzaQ,13
r9xEaQKPnDreCW3u3FeI1w,13
YQ8YLemPw01VyKr_MW9kDQ,13
GlNCsHL32Eo22EYjrEPbpw,13
P-DM1kYvlE_Fesf0daDV3A,13
GVTVc532jZ3wmChIEpEx3g,13
u49I0lRE7mNNFTnwe2KCGw,13
LZWonFEnVUPqqI3-zWVMrg,13
7TzyFdqAm_n-8rLkxx693Q,13
5HkAwdJbFxvvAKp6AhMkpA,13
E5aLq9NPx4D6-Il0uCbXmQ,13
YP85XFaz4zohx0_F2RuLXg,13
DRb5c257EI8D-BYVQiAecA,13
pDZHUZ8dxh9PdVjo-MNbew,13
ja6B6Da089mMFJVc6_3_aA,13
kw0KN4KjzPcDuZPyVbq0TQ,13
tppgfMYi1obCT1kaoAodqw,13
T9_SMIZTlGQRr6a71WqKpw,13
ymloenmo3kHAFvI5-96fjg,13
_eKF42et6OGeej3bZUAsPQ,13
9BqYBdI7xqgmrqwC3tacEA,13
MlO3e5xlbReqX24LPabQ8A,13
ziSoLO5D6IsvZpobeZe_pg,13
PNZNT1E0FLS617944Ch6rA,13
U_gZT-rnGGn6pkWhOL9dBQ,13
WYqcbEyZwgao1aQ08GY1jQ,13
ZfMDETGbFq0eAz8qLa5Aqw,13
pLDpOagsHJBfmOnUfXolBg,13
rmJt2wCN7UC6OFTPwVQGQQ,13
MR4K7NoiEpY_rpQulfNXKw,13
H03t-5azT0cc2Jh_Pfit2Q,13
HxettyP5CU0XBIT1hQYt0w,13
XVyfCZT4EjOTFQ2VTate6g,13
-TczrbbjQKfoNGCeNXcurg,13
SmWWrlrMa9UNIVUFO-bqFw,13
GhQnFehOiw4XMNEW5AWt2Q,13
17wIcxOUjaffQDrG-vxTVg,13
SksfIZbsGP0dFkN64AuqTw,13
749_wD7uVPIpKx4U7Qh5qg,13
rXadaJcZjNw3k1a6WYwI-A,13
Y6sAFT_ngTlHZQmItzw5Lw,13
103eYREVgEBVrxDBewGs9g,13
9n4d_HA4lHyC6R7kmnRBHg,13
FFXECcr7e3DQnncimU5zDg,13
QDtqfxuYzBtnAeN90l67YA,13
oUDf3u9FXylVAiWEnvBOQQ,13
lPhKez2cp4T5h_fTWiTJZQ,13
IKqPM-QcDKXYYPuPnvGYqg,13
37YMg_Ba67UuwmQ3JpPylw,13
gbRtCt9kN2n5jwLHtRJsew,13
bcmzg1y1smYIe1i-tvEKFQ,13
TQw_QdeGmMwETEflebKB-g,13
Xz-5wMA6HZAiXQygaFDfGQ,13
LTAcTsC_p9lrRBKqneNkKw,13
v21PTVDHkoVwcVescypwAg,13
sGzvu5hojpyHhy06vWva6w,13
HJSY4FQViwzHnTF7d-IUdQ,13
l2H2TDEpnAGSi9SG6evqww,13
pki1NLQ_q2MhnwCXeT-uXw,13
SBs30RyeoiEU2LjeiH1YFQ,13
OQ4-zYZ0JImHr0TGsEGYJQ,13
450dgxdtJSHfeMbwAurhCw,13
9JLj4bZ64UTrnAU4L8IkjQ,13
UCjG77r4BpuCyhWJQ_SdaQ,13
PxR3zuzch5FgDfWJ93ru6Q,13
aj7C2MSNu-4PysBnMXMwww,13
AEASp0oaKzmLv69VQ5Jh_Q,13
06ZYW6QE-5dHmZGyNrTiAQ,13
Ggj035NTukBR8jWbdGm_dg,13
t-kcwzZPiF2hKTPWJEeF7w,13
31zdIAf7ofN1X0L9-a3NNQ,13
TEO-8bSjHHgrSmnoOo1AHw,13
e97LrrzVN1gCYmMAhII22g,13
ivpj5XFsn7hQ54y28Dbxqw,13
0tp9oS0aBmaQiU2l-fAYCw,13
ErW5P5HJy90GNzVNpR14HQ,13
OV4DLCqdRrr9Po4FgWFUPg,13
wlXbnp783kdjgY9hXOdYEg,13
XRAoIQ-vlmYtJF7Z3e7j4g,13
HP57DM8L7Vb2lMOmbIaLwA,13
6Rnu_4rDYy-TuKwAbdI_jg,13
_u9B-BsIZ43FBNS7p2pQUA,13
SA-VpBaLN_2EOdleUk0uOA,13
ATJVepD9PCkUpr9ldJbOiw,13
r6VusECuDfRT3jAr71gRPQ,13
rWe-YRWP2PZ4N3mhniOXNg,13
BEhVBmTnl1wo01Wl5Rzpbg,13
CqOrYHAqC-hlZahkpYFFeQ,13
brVcAcYGEFdWMDWGd3fZNQ,13
HGEEzulE0puP6cnz1zeL0g,13
AxLtXYjBnrd2eM8H8dUcBA,13
4QNDCWo9SexRY5QWoO7_Ug,13
2EJmIrLmwfQR97lQeHmGOQ,13
zq338Rq7YGsawCz-7u_XZA,13
jBle0VEUc0bmlgiRBn6NIw,13
80bdqTnRzTX2dyti0oatcQ,13
CIwMtYWLuhvU6GLC62gMAw,13
KcScGrK64cco28wfYPToDQ,13
11oJkLpheKBkgTfmE1mEDA,13
bScE17sBJkvHtUW_rnNNtA,13
wxYeCKtL77FOEaNAwO2dVA,13
YKFc7TQQOd90KNHcQ7bZhA,13
E29SQ652sm0BpLbtdkWiiQ,13
iXJNxreQ5ImDklYG3L-YvQ,13
Ar7VOx220y0rN4q0I0PCpw,13
Uw-CXhXF7DUB5DY2ka-bnQ,13
lOLsKsQwUETdlMJZ4NGBWg,13
jEkjXCd77ObXue7-3yri5Q,13
rFwVicmeBwvSiIJIpaOkdQ,13
DFgS33GTsJgzSPpCYE_TeA,13
CeDT0KcguOhvI20yp-PBSg,13
i5rU66oNm9dbOdMFMCVuyg,13
mKCsE8klcYFYc39KOPQipA,13
TolckrWPqljw-8Y31rdw1Q,13
cFtVkdtHZuZvCNvkSG-RAg,13
Hog-SvWa44QsHgIQmfIy2g,13
QUScupo8Sg66d1dfybc1Gw,13
4UVUkWEcDEFUru6U9k_vIw,13
2p5TB4Jd4Pas1oAvfoAzkw,13
icS2YOLvo4_cDXrnZ-QFzQ,13
U3s0z5VAYvOlr4fCSipFpg,13
Pz3LKEUBDN6fz0QA6ARhvA,13
cXCky2gHKQo566ThcoVtJg,13
kxwo6aBZp_sG6Ea5rhiwCg,13
KTFd-_-dDA5qWbnpD0ME7w,13
Z6GPnJv7e6RQ0YbqkS3wGw,13
IgClD3lC-gRhrUlKaUtH1w,13
CieGGyhJusiQ8uGjmDZq7Q,13
D2JvDLIxgLvT8jhrRObH5A,13
_fGSeF16-_TmQTzhVVeBzA,13
lPyDFWRGJkHkKZJsQ5Oz7g,13
Svp8kOsVh6ipCTtlEoW9qw,13
vwxHvJSDGYM75tmjKcMXtg,13
jOrXOU5FrC09BDAdBh0VDA,13
i418p2YhZ-owrHhOlWp32g,13
t5BSD9wRd7TiSDMbLIJCig,13
cRk7kDRUDn19EGgwljBj4w,13
ZVAkR29EWP8SvQYxUoleQw,13
j2hl6_cZsGv9YG2EgIkDlA,13
FPZfEJheiDX8kfPHkQZ4jw,13
a_E7wF9Kz-Uw4Lo3K3qwvw,13
QYQ3kcXEVRnc_cX9h7wIWA,13
Q-5LKLfaXoydcL4iWL_ZeA,13
LYRyOsg7El6vxKUPs0IWfg,13
BblrgSEwTG2SUmBaGepFqw,13
1MSqiroAeu3ZeOWjtls8Dg,13
927FSgPGj5IGt0VPcQm3kg,13
h8lv8jJPvX6pRx0PogqG3Q,13
oWMHyf_2zG9rP9QlPUvvgA,13
3yUGoES826V0tWGLv3PQyA,13
rjbPCPcZXGztdevy5TteKQ,13
HxVovg2oRZleyaADZTOvsw,13
XhDx11ZZ_L8Hwivt24FcWg,13
PhIey26OPWng0VULdq9vJA,13
lqw5HDMKArehPJ6XC9HnGw,13
crksQ0I3n6Dg6YKORkBWTA,13
Yex8CDp6m6G11u4GS4aYog,13
rZtkmrnb-uFhnTFP7lgOEA,13
sWocsfhMimEifz-EDc_aug,13
zlcw5fspaC6cXhgdbRilFg,13
Z9Pc7U8-We8ZXrMks9oPqw,13
BVeFLStV6LcV4MfYPvAkSg,13
gjjCa0S01VWqsK8uUruPZw,13
Y-u0Z_gMwi3Zvk573FbjlQ,13
PLKgUA4kOiX_hEQtr2MAtg,13
nYzlAY8g1jaMgyFAzq0S9g,13
PdhnUOxRZmU2iasubZO5JQ,13
nW5pVwaq1caliZ5Co1jQmQ,13
pL4OBJSskWnhtu811wgpTw,13
xAfYjdlOdDU0Q5SkHU7Q2Q,13
Of4E46wWdTrUliTlox22aA,13
SFcNUE48RbsNglHTsVv_zQ,13
Ma0we-0aQZFNAjL-OKyLBg,13
EAtftQoxGcezNyV6lBW5xQ,13
J9DOYO8S_W22cCOP5dZBsw,13
bgzw_r0s4UJuNCKRLsqNlw,13
IfKb7kjAZQFnPYCT_Z8oew,13
EO07obqgYMsKX6au4zvTJA,13
G5NxKxJJHJQeixSZI1w0Fw,13
xTcttgI_Mbtwpzavj4lJ3Q,13
dpGKdWz6y7ymYg3tpiPNDQ,13
hM5yhKoiAzpEXmKvu6MQJw,13
nAY04og6UDsS2ZXK15RDVA,13
y6z1LXrqRYJhAgKU7utJ0Q,13
TqMXQsMUerIeRbjPLdlqww,13
ewTOQUhRbBVgJumvDWvqVQ,13
Ogz46XB_zxnpd6DFpiWHug,13
72_YsggUrXElHQ3eqVlOpw,13
OFL3_GuEGiH7bYJi7a5D_w,13
sETF7uiE2edOrs9bCO9blw,13
BMtRZkrsps9W8ZZZCYFT0Q,13
2LMf09NLHr2u7UzGbhd-tg,13
X-IMyKLRxkspQYLKBed8sA,13
vdc0S3707kLvAO7iAhbp2w,13
Q1kcXbMJoI-QnPsYIbNnPw,13
Qa_cmqjU3mirEhcRw8-7GA,13
AGAd9IuFrpItM_Uprl8gow,13
JTuO3ItpstHaejBb6J1CzA,13
BJMyi7nX3bBqAQ1WUTdGCA,13
JTjrrxgd3p80lS2h_YxsiQ,13
V5KiEoH4E86GA2S3RQkf1g,13
Bsk-aq9ZBS4NR0mKmNxvEw,13
m2QhXyrvZ2Ksp41u-tHHOw,13
u198kVNWD__0kr-WFuxtVA,13
oPCHVLVLEz6vb_vJc6T-Ww,13
BcWx80K4i0LjIkH40o_Kkg,13
nbhwOoz7yefs96oMK_lXsQ,13
leYZQIken9uDiDQj4iMSvA,13
CkUXsSxdQXA1bwxOwrnwqw,13
P5quD3B5rOxBCv1xgJfVpg,13
Mo7kxpIePoek9RYb7akSlg,13
E4hkSa4tQW2FYeiyxG7N0A,13
jzP9FooF9JYy7_cuCKVIGw,13
0sCMQ-7pDd8droADokhq-g,13
hHotSOnKrU8116ZbRpqZPQ,13
9KZGndXcGwdtWh2IyD_LnA,13
6oqmZRs2YxNcIDoHUulMzQ,13
-Wv0KRW7vv77bjOKLrxpXg,13
RhaZLe5p6y88Dh2hDiMWZw,13
ndqdpGIGocmwZZOQPwFl5g,13
T7eufaW4dNy8KKoAnov_rA,13
N7pJS4L6vpzSaxmKqnqVDQ,13
2KttiHlS6Vm84gPC-FkQLA,13
RXDAK4eGdWrdmrspM5F3Ng,13
MIHimGbxaz72fL05rv6QWA,13
60wupyK0tPqVPeo5Dcl24w,13
aH6h5unqZXf3IV-uKzfD7w,13
Avma4aZMLi23OLyLqNSGAA,13
uIWFz_omO_24o1voopJwvw,13
lnBHU3PGEiNZizWvkzBG8w,13
qMLVZclxhLvae9pGnqPVzg,13
bAj2N3USGLQpNCjecCfdyg,13
osbpbWCvk9x3vkQSjfUVaw,13
PcvTH3HnhFyIrxa_OAeVIg,13
SPilSgJMXFl1smhci8VSRg,13
UoIVPvZzAP0L5pVpzfUuZA,13
MT_xIj95ZEFiUuAedFDjRA,13
30SveE-LXZ6a77oqBBBFEw,13
HUZCVLO5YRccUyMt0oIEzA,13
7h7LKtSIy6Vac6CmjbK6Pw,13
q6HaBDtVLApz8f2L9UluNA,13
-_VIDwzHvmfyxahHwWvqcQ,13
y7MF7CVKegm2Qm7Rrt_f0A,13
T9JtKc0o9ApuVXg2zokTjw,13
DSrd6GIHPSXXYdLP4tIaAw,13
xw6QvFExDjvYyqBTt2qA0w,13
pzAEZqrFKz3r0RJt82YwZw,13
XnYHr5-NpgSY-LcrNUfWuA,13
8qvxtc9-VoWEuEpo9yxzQQ,13
UYBnekXmEw4kWSnxULgaOw,13
mw3I8r43vspvIzwHfhPGiA,13
uYNjeZ5UvIHvXZ0ABuXF0g,13
KO9rCY4olzniQpalU2HkfA,13
XnrMW8ly7S8cCwhsmM9NXQ,13
DlofnrpDEdzl_n9CUXO_sA,13
KNR1b6Eg07qctmadCISfQw,13
0DU-0OLI449AV1Rls3WQyw,13
qlFQhvQz4rqQIfShvRal7g,13
fDvHh0tRt-B4OHw0arE-uw,13
K0FZ1g8jngnIEyRZnr3JKw,13
KIhDtY6ALgo7uTNnJbqjDw,13
Hi6MsdvD8ouV5AExqacmbA,13
daAJO5-JlDiPY0qqPthaMQ,13
YdT0czht_sOjqCqBttBxBg,13
o4PITKsWODof0l7SCTafeQ,13
QZIcM5_vqVgIQj9z8J0a5g,13
r4n8tf2SMp04YUsQC2QcqA,13
Lmjub3bebRdOKTVLvZEJuw,13
7lLKuoZA0PIbhnCtdIYR1Q,13
jrJs-t1JwyNnfmGvB_09Eg,13
O4--yth4ZKhKyxrpugnEfg,13
ZJ9ss19kFFGr_INEjG5glA,13
UeS1NA44ji5YQEODuDUlfw,13
EUvjJe90Hxh6wznY9qEbsQ,13
OzY9qQr78igRwigP-H7ndw,13
_Ap1-i22R-Eh6vTubYA_3g,13
2e84tDIUMclrYDkpGyydqQ,13
DTDZeQfsU_Ar0B91QAwWZA,13
I2OUwtTdmCXCpcP9iPnaQg,13
p8Lbf6wqRJwRasSh12G09Q,13
b2EWcj1IBArFI_Eooh3hvg,13
0bjED1wks9zYFM2386Sn1A,13
xwTkKcR7iKJLF442L8QmRg,13
eTJ9yCYsqQMmrnVkTog20g,13
n0gsj17k8G_5U2L9hAwozw,13
hNpIeD2Tfl9TtUZ5e1dG3Q,13
M8D5P1CYax36tqeZmT88Pw,13
vPGlmDVyndRLXrVgS5--6g,13
HdEpUNV-7Eqr8ID-blUHgA,13
3hVopuq_BfUNLiAK2tGnSg,13
Ixxxsgy_2z8M3aut6WPaug,13
UqvJQ0Uyuu5rWNJXbpUrsQ,13
ML3Fdjk6HyWNLpwBNboLKw,13
