Business_Checkins,Amount
ysorxni_kbHXU5XxvBmyUg,36
0lKJ_pClGH_ribos6kPeGw,36
bJ6v-8MvXhr21eLvAIC8iw,36
qBrlbRl0whA8nzw1sAZb3g,36
ZfbeERrUqkP48cr0rey3Mg,36
dcZO0077whfgEcsGLKOkdQ,36
PvClAHXbI_DzGA5mmmUqAg,36
jD-IR34bXFvpmvaCL83Yzw,36
hSGNnn68K4W4Dbzp6GJ2UQ,36
F3ofKZz8ovYT4d2IxEdxfQ,36
ZeyWule27WepTQ-CfYvs7g,36
jalZHN68Kojc7otymSbQjw,36
BrNKQ9NeS7HSKrzCbAHC2Q,36
q6NhNuWbREgAjWFZmbMIlg,36
F-L_qhgCWukNYwjck9vwzw,36
yjkwS1lhEBbGCMd0-PK_Tw,36
0z45rM2paE-O-6w63GEi6g,36
n-mMhQIIYG1SECFPQvVCEw,36
e2__bkb8kvgEuFHZO7iScw,36
e2_MIdH-CzuWSmLQ7vNC9A,36
Y5h63GisHbcp01uN16NrGQ,36
WfHwxDuP97M2vC9vn_nvzA,36
OsKj7tsMiuKtG8hURm7jhw,36
bG8S3XJPuISoN0LG6uYSgg,36
fRyVUhc8XbN_WjF97OwXPQ,36
c3w1KE2jshh1OPiUXmVisg,36
tachETMuTpXInggw8txUAQ,36
qCtCz7XhmVaCoIn8AtGbQQ,36
_dH5NnhcjRQ9vQsIoHuAKA,36
0sEQcUD5WEdwBJBXavafHA,36
6IwF2rpoaiR_W6DzOvuceA,36
9H3AqvbRlNNVpfgk4yyomw,36
65gWk8ZVVxRdX0BPsINbFw,36
1lBAIOyr2sBZf2dBwmpqQw,36
OmvUk_FtthzFtRLfX2Cs0g,36
PmDdydtoF7OdW-rY0Vy2sQ,36
VSwd3muRlEtT6Cbhea6Qwg,36
T9JtKc0o9ApuVXg2zokTjw,36
tqUrMr12JE4_QfM_qZjOeg,36
UsYslR3zKXiOPTThKeIGxg,36
qKhAeWUp1cj3O-o44BUX9w,36
92wWa4niMhbLUej2cr_gHQ,36
60lyE0aqFQbjb-NwMnSuFw,36
CGml9PdaO11QOB5vr2bI2A,36
yPcs8kiJeFXSh1UD_Y1jhw,36
CDRIr_sYiMNG30eUV1igeg,36
60uItRbSAgkZCfM5Y7oQew,36
vj1AL8a9JgkaAZzczJNmMA,36
CD1gNgrodLjVVLpB-Kcn3Q,36
dX09i4yYO3CYHSRijblM7Q,36
b4GPlPrcZLZY-TDvr8u3Ug,36
rtZ0gvjmT48R1ogYADLp1Q,36
nPwgw47giCuLW_SUbh-iVQ,36
TC604S9S-7_AjNIo3qCaiQ,36
5xYbKpMhpZKP_gQQUoO-YA,36
iblxd8ExRazILW8E0g5huw,36
vN6TW25AxWK0qM7F8TzUSw,36
WsMl24qIbIJAZ9rBPrLp4A,36
5x-yqebIg-roLvjx37hTTg,36
nUCjyw0wQ_sjaS_vVYwjQg,36
NTZkwmzMHIZ47LiMAJjmiQ,36
6bcStapJl4C8nqK7-KTlEQ,36
ZpwM8me0eKrt2JKFz8RFmw,36
vkFyV7uIbd_VzbWS793lsw,36
rrLay7gghW0bb_et9ylM4Q,36
yJODY_esgybmPjbHq3qnrA,36
yJv_vqgzdZCqtGtm4de4-Q,36
yK-MWTIYtcGd9ID0SWiarg,36
cxTXJG49O1-BV6lPc19d-A,36
EmzeuEQpf8bhMGuHjO_Kmw,36
9-VA_4nL0QfvhO8LMcBIfA,36
tn_MnO5zW5hxc4Ne17ESvw,36
CCHokEfgc-APP2Tq0A3m1Q,36
Es1slY1mjTGf0dRFy56Mkg,36
gD-MhWOJt8aTfs2KeS_eDA,36
b7ih13lmlwnut_4xpk-x6Q,36
rzNCdTzWbDiPgsEjedbFcQ,36
b80oAdY9-wm11LrKZwavKA,36
Eqt-veWZaGVzInCr6zkNRQ,36
1I-BFEcjjrf5JqmKz4jAmA,36
RhuFGWbkMSHWPEFvHVX5hg,36
K7vT-aZRtl6V4IjpRXaCNQ,36
NKgax2jESb_SXgqv80dxUA,36
q0DsrrM2Cn63PsgUUlMnEw,36
K9u9w_VgCadJQCSF_Y92aA,36
nA6pNWFp0hSD2IMMYoqlgw,36
Wk8_gA8_IUkeM0veKG_6Ow,36
Wk5q7fdSUb2_iiqQ8Eus3w,36
64Zn6GqArrMHOicl5-_fPg,36
C3fhceUzSU-gjohPemTQTg,36
ErKnaA0X-gQ-LFB3tepgnQ,36
_hndEVMKrYKcaX24kS5NZA,36
NMu-RqSsUsjE04XEKoN7vg,36
e5gOtAH36l70fexYypnG5Q,36
vOPt116elxI6-aD1LrOLMw,36
1RReuaDA18lalPMY5VCvyg,36
nKYpVtHmwzPBmVAlz73qoQ,36
Jx6dPSwFysMy_X6nNrqLZQ,36
kCAvqT_3AWOHx80VALz2lw,36
b6NGQeURjEfpOxOuAxX-_Q,36
OyEoAiFoIWCOxUz67gCOCQ,36
YBaGc_Pk73O_kHPvCu8_Tw,36
j6zSiJbKORct2HqyOSgxLw,36
C9CSfI4R5w2T9N4HJ9OCIg,36
q0DCUpWf7Q4KI7_s7MUTqA,36
c97s-dquA9D56fYAwA-ngg,36
c94AP-MiXA2G0frd5lvxlQ,36
9A8You1zQYoXDcOFINpe9g,36
ryCJdSKiTIngOzU2r7JVag,36
yWo-RcDbFv_nffIrxsiDwA,36
TEeugb6KXZKFomPMhLD8_g,36
UGJwDQHXrEzAjCWLEwi-GQ,36
8QPeBH0APzUlokwD7S5G6Q,36
5h3uxYuoY40id-EByqQ3Xg,36
r3_UzJNApEjb2j21R1bofg,36
S2Sdir-fkwq1sq3nh0fOOA,36
HdBfXvOD-JpLfq7IV7coDQ,36
ccW1MsjPwnoJVMGk4Bvsbw,36
eznriqn0sKt0D594H5OCcA,36
ohM-LUBGHBU923geLBO9tw,36
GXM_Uitc3Ep8CvwEq_kpcQ,36
i5CdJTdTSNUCqtKWzYNRaA,36
dHXA5YnP-VOp4KrHKbQ2Lw,36
pPAhZTrQN8X6Thh-5pi0UA,36
OUDqsZXjGH6j9-4YFiMm0Q,36
ECUu-31E44hl7irKMx79Hg,36
wEkvzwQqT1yxpPf0VtlGWw,36
HgYvaLXi1LJXY390eFyghw,36
gqwJxrdXimdw5LuXwEYjfQ,36
59JpYjwb0GcL_iOG3eqD9A,36
aMSfckGSCDbSr6dmvHl5uw,36
40xoTPjCQ9uvpc2GqGnEqA,36
UQKjyQZtDz8hO-1xKTEQvw,36
wnsvzUn2eqJqGJalrJiT4g,36
XTVlIRK2X9XYGCv-1OiaFw,36
4AXFhYxajBsUIusaGNrarA,36
exuaio1ovuII_EW63gmuRA,36
dAYsDKMHLR3eZqn1CP5oJw,36
UREmwQBCMimpOuFyKPW3xw,36
v5T1Q21TT1_S_aY_G8Mf-g,36
XhvipB9UUkXJ6iut_2v6nA,36
DdFfDwu5z7f24pp6e_q2XA,36
458G2zVOPEdyU4XuYy2Ifw,36
429kR-F-_IH1uW-_jYbZUw,36
wsCC1BQEExpYZ6BnzUizQw,36
7gVFxQHK0RfxK0S9Zr7SNA,36
XSoFfj_Sxf-tVNXe12Zq8Q,36
GZA3iZJm6-_-UT95BerzUw,36
qgbOfiHT_-S74ci6wpZQIw,36
cnTFsm3lHyumwp5OdG3qiw,36
wGhd5EmqVwxlKLZPkca1lQ,36
ED3_BgIK4rj67MtWXMcefg,36
_AAhq_RtSKf3OLE8fYdmsg,36
EDdK4fWHafdU74GF00Xbew,36
pXLUon8z8iUvpQaf3ug0mQ,36
GMjAxOUUdGdr9ufN3ihbLQ,36
PRbGgG9So6TZaaKcQbybqg,36
emx4q2g6ZAOCh7usFNHUnA,36
7tAmLVVGQk4zdCdKcFQQyg,36
kn6zHpma8I_xBGTZpNe41A,36
XnPoodhS99dGdt8ItcCqzA,36
GJj24BcOCr5LB0Td2rU2dg,36
HxSVTlmSQmoWBKvxBjWGPA,36
dI5CHTG9zvIOC-DST1WLtw,36
5GuZgg7sd3uKZrjU97FH1w,36
Xo915ZK0P3yCZtZQr-RGyg,36
pYyShHmDznH4b67OTuMmWA,36
5HehleKDOZFEr8pcCG8ZBw,36
XLOQeJRTztm0DLTkhbKxCQ,36
uXziexv0fsfRMw1hEdifow,36
dKYcxnLN9YDfHdNVWUB7lQ,36
YZfuopv4OGjy6c8bW8Gznw,36
OW9E4qCEeClY9zozgAUapw,36
3gU3-Js8UlmKmKI-PhSLog,36
3hG375YzIhZg2EYA-TOyhw,36
XkedGmByqjMXl0-N2vCDrQ,36
O5nW6kqa__RyJFaEySBong,36
PPVPsVsPGii4xs5trp8LcA,36
3qceOoR52UK4XY5GFppfiA,36
7lzL9rJLiojDh5kVzKGoLQ,36
udjadmbL9mx5VXb7sKOdWg,36
odEaURWaQp2Uh0ifndZWng,36
RPxrAiJ3krxtv-UQmt0RlQ,36
ocF97FezE79Invwe9iGWrA,36
x25s_8THNkMMtjKxUMHPjw,36
YZ2pjKlr_pU4Vr6J9S3EZQ,36
S17gm0iV_amJa82XHmLoaQ,36
DScD4k1vvVzZwwkhi99EXQ,36
ub_cFc5t2sgFSG-Ug2K7Qw,36
r7iK-eZzarezCOIChpa8hA,36
DgZ9_AF79OJ-Qa3sV3lFsA,36
7cXZryaCk1WAL9PTB-3vQw,36
grx9bItw2vEd4kIigcyUPw,36
w_LP7DTDpibVU9rLtzhGCA,36
ethoy-5kGg4gOvkS_laZvQ,36
SDH-NgxeqntLS38S12STIQ,36
wZ6EfAVljGcjT1JPbc9htA,36
RIfLjAqfOdwR5WVTxNyvAg,36
kbZX1VIvtusmFA1JOAOcrQ,36
4c1dTffaUSB3C4PB8TOCVw,36
wRHfQW7D3GnJbIb9qbXR4A,36
H6ssEvfwH0LBwljZe51Y_A,36
uvLWDDTcBRrVeOCnv9DrBQ,36
uu6S_jWznG9SNouHAhUdGw,36
4ZLIizVrskAKvsM4IX5A_w,36
iBlfS6K-IHvftKFr-8YiNQ,36
GphyhvJ8tX-ZZ3cDxJwdZg,36
DsXPssyurWz4s-wYKcCPPA,36
H9T4xn4ie6zC6oRBQ_zhxA,36
VKC3yRl10ZfGrjEv-AB5vw,36
7OPFjS9OsPIYX_wm0hbZDg,36
ckf4bmTIyheoCXfcFkYkaw,36
4DEO0nDjhS6DifyFP7yJNA,36
VZzivJEbmHItOxNXJB3SpA,36
qnXos2gpPJ5GbKG-pygFxQ,36
4kOAYGT7VVRUaWgswD-yCg,36
4kJN-MGz5vrfSXNLqxmgGg,36
wTm5XbGZqsyEedITKk6_DQ,36
wV9N9j0y1tWC6FRb7agZDw,36
UUsOgjn_TFaqbXlzgrwiPw,36
VKxgA_Ek_ZALRSNHEACoFw,36
DyNXLTDmxe2vyH0_9weNIQ,36
wYkH0leEO12XKnVz3VtfiQ,36
4hVeYebIXf7ObiIwalpp7g,36
H0H6HEgZz4-8Hh6ylqYdSQ,36
GtLs9oOfNzBlR7JUehCVrQ,36
7Diay8IQXxvUfSa9TwR34g,36
H0i9L8ReZOYWV-BkvKlgNw,36
DwrFnWBhjxcFcQyzWjJDKw,36
7O6s2C-6X_qMcH29mhozLw,36
qkp_q3Evjy0x3pBuU_jK1w,36
_H4JxAq5McK1OIW3cWWuhw,36
wcJKZREYKhzg78jY7ubu8g,36
i8epJgmh3rUonQDKx1g3hw,36
VbWMbR5FsRSlFfmZAkQToA,36
DmlktzznjvmXNwjpNQVYnQ,36
OQ2u1Eo2XmoaxSSTGhSHUw,36
DmfvCjhzOAaMz-wxpKZ5mQ,36
USOHCmTPr0CU6UGp6YCYuw,36
qvXw3V4_9Pu4E7Qoi7-cKA,36
v1fmEga74-Qe-YKM59JcNQ,36
ewv_qVqj8oNG6KQITZ-Ebg,36
S7j5aChsDzF0Tk97qMTVHQ,36
PKZNBOz1psgZrLwJfw99Mw,36
7ZesVwqrDPOy0pdm7elaWw,36
PBjjuAkc9QX2UWMc3RWXQQ,36
os4N-sT0fTInlr-1q2U3BQ,36
_Mi_pKWBFgrUQB53Na47JA,36
OS-4bz9u46-7sVBTMfhkhg,36
Vbz4hI5mnRf7iuRnos-tQQ,36
v1clA_3XNKcU_OWdyN1jvg,36
4NI0VsednInQfklGwRuTNA,36
ewFBNKZUvPOaMaeWwWfwyA,36
4O1jhf-DS5geEBgCP3psKA,36
UTKQts2a2ctTX7E37qsMpg,36
DrRnV4gN7tkdrgBmG6Y7OA,36
iG_VDWeMTTQZMJh9DK4Yug,36
wPdQ96sKbaIibS6gzJtH9A,36
4QUPNvG8MC2t2NTngpNgBg,36
GkiF5eV332J34-mgElgvKw,36
XXjHQ0CjzIqoZNyEC8lUmw,36
7Uju6dZG11IV-veCyJ6lgQ,36
Dp9Jxlocw7cnos9fE7HKIQ,36
4tIjXEOBR5Vhtc2JNyftxw,36
GjvRSEmkCd19T3MkSOataA,36
PCHGjcoTtsP30JcvKDov8w,36
qu5CE5JNsH1KLZrRz71_6Q,36
pHmGdzi7B2NpkWR1YKtVbg,36
_Eq1IAkwgyAdyZse1F5Pxw,36
w9m0gkLgt2c0YFB63lk9gw,36
UlwE96tted02erwPHY16iw,36
rbJlELoUfOuYfVBv1uJZrw,36
f933RAjLP09qWsqZdh6qPg,36
kwPVrYzSAGluOXWZ8dLC1Q,36
_TbQ5yv_U5COLgRfWtYPNQ,36
uHouVjnBBkodUEqKPjYhMQ,36
rTKDUHlkWvatEfHOxD_O2g,36
vzj9FLQwxNpQfy_24C8mxA,36
o1Ea-LhSKsLWsqiIuA0I6A,36
IkHWq7zYfptopd9MdzS0eg,36
rTu09DTWFpfKcsyKdTVScw,36
_-rkYM0q33_0lzmsA1ODBQ,36
pj8OvpfQP9SA9zlIJT7ITA,36
2n9bUpnE77x4-ZCco6UrNQ,36
ImfWM_EShTaz4F300vZs5Q,36
cP81x13w3Mg5PhoaSXdV8A,36
rUwgspRXqjGdMvUgyzrWsA,36
SnMfGk3a75aHcQsTO0TxNA,36
iwrTMBArHOeDTHXfvs5vTQ,36
5YSE-OJHLC9aGdlirZwj9A,36
5YFVP_hmIXyVDU24sTKDxA,36
IXgC2fVCd-cQCheexETNUg,36
D1EY7Jo8WIlOLa4THiBvQA,36
G-iV6JrqZ32SGSDcrFnH5g,36
8HVueHOHv-ZbQB_j97iKsg,36
XBGXPRTzUTPdzBRmNCjOig,36
RUB-ALPQcN6WZch8tfqCjg,36
cQuqAOZP-Dl3TZmckq1AjQ,36
dOkg_xoAt2unx0ninDN9TA,36
o6epXnNXnd15hP1IalAflw,36
2vpflvpjxG5SbE2aSScg3Q,36
w-sbD0InwyQlKOHHzTcZlQ,36
8JV3FQv8PZmzG5uHbZJjAg,36
ivqLnrB81MDwN5jXbPwSWA,36
IdrRdEQqUd3FRAGD4KiUNQ,36
FycGiFkvD5U0lsrKHiBpaQ,36
Cxojgx6wYWpa5ifSBbXekg,36
_0-qs0PG-XJWaG63IaRzTA,36
X9Ob1LTKXLI294fIYqZ63A,36
k1_j2d6W8Ij4FIAuYf7-rg,36
xd0dlJWCGg7A-FCneqWj4g,36
nxzCzDDyXYNM-jsGf82JGA,36
QxEVQ8neBne2-V1_I0Kwsg,36
eCs_kHmwPDzxrZL9Sm1aTg,36
ClkqszCcHfhuTEPJqCbArA,36
fBxjd0SqSJezssqC9zJCOQ,36
FrkGJp1WIxpFFT07Qbos5w,36
eUQmOVBT7ftGzHLiKSnEbQ,36
6kMEt2jDpFHIt2fFuVczEw,36
r_D6psFJAFuMjK2Lymfp5g,36
J30077rn-HbkvXVX4BeeeQ,36
VjXX092EWh83n3AlqFkx_g,36
PcYxtg2aC5BmhvukcGOlfw,36
2WHk2XcRYKmoYtgjJWkkWw,36
u8E44JSAOoqxkGnVlVkWyA,36
P1fI8OvdJWTricWK8iMg3g,36
2UDJpaTsYHu9CXmbUMO8Sg,36
OfiXUQdnT8NpjhvyWNebwQ,36
eiGYExjwL-rxl7rP6i4trQ,36
eD1DCyiu7WvdQUsxAt2GEQ,36
Cn2G_7K55DECmGbyZz-6RQ,36
nu271G06WiOoxi5QEhmvnA,36
Cn34TXRkB1wKKVKId5-3JQ,36
pjBNszUDLRKCj1oL8XYFXg,36
8RfZv6IwGmBptlZp7If1GQ,36
fAVw4ynAQZXwoZOOH0Ea6Q,36
ItZsHc7wICg6oxTkZ-pyNg,36
xgQ9zd2uZONNP84Yvf8Rvg,36
cNwgvkEkBzqTuhpqjmYiLA,36
rVahwJZKYOGPt2lWxJjDPQ,36
nvygUJEey9zafL-KTDF_pA,36
Pauipn8WPhEh-b2ahWw2ig,36
UZ-_prvEV4ENbMGKChl6vQ,36
IvybxQdG3_R9GQ-toQOirQ,36
5afKAJ0IHByvsMaFGm9JVw,36
QydvMwoqNnbi3Omw6IkLOQ,36
IwdmdMamtCfc0DF9pJSO4w,36
YFvlIkP3lwwyiyGY39hihA,36
xW33HuNUJwCspuzlCFkcNA,36
qW9npNox-AJ0jFfhfJu13Q,36
P6fQZruWG886KpegSaNddg,36
xJLW3BiWoILuRdnnKiUJEQ,36
S_tu8JCeZsbpgJsqRFaSBg,36
VgCWn5I-0rCmpYqZxAM49g,36
3Mvdk_k1d1RBrWxSx2jRJA,36
aX5MmOnYA7W5hLrzHjmiCQ,36
3KxnfeevRT4Bemvztj_bmw,36
xJ5bRZfVatFXeUcqlcoAhA,36
EMI8NPomLEi9GTAjATpc4Q,36
3HhWrnNjv1J_yog9eFZFDg,36
DG7rpt4xs_WAfIQUzCXvkQ,36
IBu2akNi2RhEnTwTgPZbmw,36
3GH1JjRirgs1s2OR6Dk0RA,36
uRKic74vdysr19utOlI_Ww,36
q_fXyD3Lx2WuNULWlaakhA,36
86aM0sOFSo2vwv1ZXyD6hA,36
DCeJCt69MiPfGb0Bmvb_Kg,36
ScXJHSCceQao6K87VK199Q,36
PUuHnOMtsnFZCeTwQ2AbcQ,36
3NNKjjMkjYQwkrlRJ__VGw,36
OcReu17xXxUtaS_kuXg0SQ,36
3Pln4LmZY8LvNDhuJS5g_A,36
Yaybuky_yjcNaX93L5ZgjQ,36
koZwgXnblruggL03061DmA,36
rCeVt_FTqM1yI12CD3a-Tg,36
isDVSgdF82h8Di_uya66yA,36
kokdzLxHKyxfNv5SEz0klw,36
OYQv9FR4P8uUJ_Tcgxievw,36
SZMhmdsGIQVPJqLWlIUhyQ,36
d9OUBAM4V0nMJ2-6TQg9cQ,36
XJP8dQMsjt_OUKl3ETVQLw,36
oReaUZI4tJOUrF0w8u89oA,36
OYs81MUpfGr54fNb7o66qQ,36
NzLHRJcZR6-GNqurWRpFoA,36
Yba0u3mogMlF7QOJNVxWog,36
811FaeJbul7EHQyxxZLZGQ,36
6wnK6DP8DWe_c50RC-L5Ig,36
I5ueHDysyhKzHkE5Nw4Rew,36
DCJefHxEStVHnX8acaq0xA,36
YIpr1IHjLQVok6cVaNPs3Q,36
87telnwfX3rIzP_ivQEURw,36
VVWFWiFpKo2PewPh2y8_iw,36
hvvxTFbnrd28Ddebgc8SeA,36
acNNFMev4hq7PvxTS9bC7Q,36
ktABeGxJ-259ctf5yCoPuw,36
Un6hqD_6kzW1VW8SVuN7SA,36
oA2hjpFuDDFRj3BMQ_cHYw,36
5SyVDpP03FB5TBdUJeAokQ,36
adDh8tJsKmZPPyr0jkge9g,36
gcjziNbsRYMfdcbOuCCufw,36
hy1eFFm5_0i107dYJfdBeg,36
hvPC2r3ClkJRSUtm_zFjIQ,36
xVG9z13_6RNWfb7xyZ7c1g,36
NqqJoPVkA3rN_J7MuziSMw,36
G1vUqy1-vDsCbCFrZkFnuQ,36
uLmX3n3GqF7HwXtVjXd3Xg,36
UKDDD0iGHRchvvuDWsoYLw,36
RvKgH6xozQFZ9EmzLrkkEA,36
335GC8r5lxAc4b6KFjrE3w,36
w5S23Bs6F1QbvxY-2o8UZQ,36
33lNGXDtGs83e_F1n5Ws5w,36
5Orn19gUeqCgKu5IRYlvpQ,36
gEQFyeM4CsS3I1tfOfK9nw,36
DAyUhqqjyBPfNCoz5VwMSg,36
f477JDtuFT2qP6keCut38w,36
R3nZT62NwBRJACTq6-h2kw,36
Xr08bwIBEsaQr83aJKQbNg,36
qYE6uL1fEIHpKplbD_cm3A,36
hxghdsVS3nJr1Y_KMobfeg,36
G5jxVV_AIHCquF0B3PqYRw,36
6smGCkqnMM3YgLe7C38llQ,36
qXzkHqSTxtyTiKqzTtP0Ew,36
ES5KXjymZWpgH6lK6v_RJQ,36
Vgw6AVZzI9_px1dYnEZ8lQ,36
363TZjV4ODqQAl4bcA28wA,36
Nt_F3rTlOjfcDQ25Gm64gQ,36
IOEfo4Z1zKuW5IxzHDxvhA,36
Bk_1vsPtOtO0bojfQZQIOw,36
YiYaz1uf12R4efigm-WC7Q,36
KsTLSwhha1HaeKzYCQ0Q6g,36
zYOL9x-tPD41eDFlcrGmcg,36
h4cxjlJEmEugFL2g2Wm_6w,36
LBBvTQNXwcH7IQPhpt1Pzw,36
tAFbBr84k5yY-b28zxXK7g,36
BfOga2hcHqjYuEYN3bHmdg,36
fqjyT54A1Dw27-ua8ZqiPg,36
BBS8dH9I7MBnskmlyPZLLA,36
0CMmdGACj_gM8GSTOjhpWQ,36
Z_hCR1_H5QxMjlVGK3yqNw,36
-Awb67JgBbySP4mQtOtNsA,36
0UK7LZnUNLbK4yS-LXJWZg,36
AldtuM57iNdKMbW01oOgWA,36
U3rsomuZgKyqFY2O3P9LWw,36
lqEsVDRq3dl5G4vA0aYjbw,36
flwBxoC7fJiWjhJVOS3Vdg,36
tIn50MCSKmCHkCposC0P2A,36
hGCETx03FN8Qtx1T8StHaQ,36
BA4JNSAAGTIcbEQgzkOAog,36
BV4n6xdHdd6t4iB3OsAdfw,36
BeOUoIGCwelzFJJYES6iog,36
tTwVgekt3y9Qi9G9MCJU3A,36
B8od_hmr7m9zvefygN9crw,36
mjwmkXDbNudjcGBs93u6Fw,36
z_HjcSyGqKePmpjta8T1LA,36
Ljtd29uAWCaGK046QuvPhQ,36
jMYwBxdECwJWB-5-yvHyyQ,36
-CxtqJCjNkUclBiclhfmbA,36
smJmkoRsklJj5ZoxK--wpg,36
fZ72hsqMpBXZDaUxx4RgBQ,36
sxa5hmtEK0WTngb5aFFV1A,36
TUCm1lCkh-usRYRl3U0S8w,36
gQRmDtfYFjGQz4yXVf_MOw,36
zXQ2dEqAmUQfacYCZLehpQ,36
LZaIJ0k81pGe6MfGGh33dw,36
0Y2W3Ja35Ms7gf5LeASgzA,36
bYZaftBLgjlKqCCBEmS1gQ,36
zwizQO8vSXZBcVO-Nb_cUA,36
mVxkPzvfHAOJYkqa0i_fPQ,36
QIffr_fNUkbISage89uPYA,36
gOpRlosKLPBuVhYsTxgesg,36
-5psHqEISccHDdHaWF2-6Q,36
jXdAFPdpBt0z35R5uNC5qA,36
AbR-qyMws6GgQYgZcaBKJw,36
A8fwjVnwsO5AX9avki9NFg,36
0AARwulr-FQBNTHsMXgcpQ,36
-qwxC_EkpJMaEs39zvVc1Q,36
sV41PCK5E9biTIm2AcbrGg,36
ZdlnU0NIMTRpG7V2Oz1C7A,36
fdE99kZIf7ISK8Cqh1-Pmw,36
foeXB5DekUPYBL_HxbEcoQ,36
0WYAU7E9yXmHq3Wp3AF7RA,36
hLdU-E3sHdUzv91Eo979-w,36
ZVo4nosqpX7VGgNtzbMiKA,36
W-aDaCUUC5tMPj-ynFd23w,36
N-6xTF0h0NFYgJnRAV8naA,36
gTngUtxN2GMkpPN4JyDWKg,36
A9W54W7d1Zl7E-njDGfHAQ,36
MPRl70csul64SnuhzjwH7w,36
tAYDA1RuZfG88zF6Pzp8cw,36
djV_MNixkv6jhgY8btXkeA,36
sFst55i2-AyuGAPb2JPiYA,36
LnPMfz6ImyU3Dvmf5QdTNg,36
TZQQ4AQL_IFJe8iy4xxg3g,36
zfZa3Csq1HjhQjY0HkhdxQ,36
-M21d-vRVRaTyVywy8x-Ag,36
TXt1SYaaeG07tQtAOw2ilQ,36
hDiCHlTXKGUj1Yh4tq223w,36
-NF_wBObzf5IdLzWyea7XA,36
mSnSPGgsUZ-mKVgp19B7QQ,36
sH1sJkFgBTTUWeY6YvMb9w,36
t3NFYpYsJHJlEZRRdw_kmg,36
m4Vxvy566FTJ-2GlTn3Obg,36
bfpwNZp1TprfhORDNh6iTw,36
Ton8Lyh467Xz8N47qgbr5g,36
9mq0Ru2xiXrI_A1gxcRB-g,36
M79wx7OCxE7IuwrsSoca8A,36
jEKE_T_iTSCTehiB5K1CvQ,36
M2S5ELqHjz1B1booBTN1dQ,36
KzjdXZBJTOzFLxKvzz_kbg,36
Q_LmrkyuAa0zAKjUhIRf_A,36
9iCum5W48TqNVDTZCJUKjg,36
AwajCvSucaXkidL9C8gOJg,36
fiCL0hm0we0CwrCgqcdGxA,36
-PIFRwZ5hF6ZlGjqvmHvUQ,36
mfzFvxLQiyhdaJOWJPn1Bw,36
WFHYBUAdZwtAwKo6pb_ZoA,36
deVwhY98J_r69DVedK2x8A,36
AOzSin66P3h4sRRIspx5Zw,36
Ave8bZraTpecPWYzDZ21tA,36
9jRpnzdxl6odjRMawgauWA,36
WExsUcRa1ki-742exeyNlQ,36
-Y-t4EXY68Lj6DqVFg08gA,36
-Kro8CtHkk9Ge9MMDK8t7g,36
flG13SbYs15Dn-zZTSo-KQ,36
fWgIjclFlprhS90KH9ltiQ,36
N19UEGWbernRiHoIDgzAFw,36
Bda_tg3XnKdHIKYzrnGkFQ,36
0EmBlyDtgE4_-AYK5I9dPg,36
N1KFa50UQHrP8kINvtO-MA,36
AW8LKjTWyD6eqn_OXM7LRg,36
Q8bCvvjCWznRXvaweyYuUA,36
-FXxCFnPPya9o5_8wAVSGQ,36
jM9eNs-zXQ9iPpKskv2kgA,36
zpouVLawHf98VGOugPKcbA,36
B40rC1na4j35z0pSCviRkg,36
-bffBuOTmLC52VBSVtwq4g,36
VytHZq3Km-EpP-1geYlztg,36
hPovypyCNBgLfBPi-o0fpA,36
LstEK47rU1CBTlTmUm0XkQ,36
N5lk8EhhHvfUfrrp8D0S1Q,36
TrkN92GvXWtsKvxu4l7leA,36
Z47HyCOQC6D3kWYZGqe6RQ,36
KuUyndw8F08Z-nhBga-1eA,36
0Qtdf4lh7BW5R0KLD7uy1Q,36
Mo09V4DcoZmhI4j7M_NCJw,36
-aXBwEc28UdpcNtl6B6sGA,36
0IjDqJexP6jTH4F_Kg4mrQ,36
t-soyHiSuTMNXq1-Ajws8Q,36
B1BNGYLCMNOaeZo94TypUw,36
L1rZAQjCJ8qNhpOsNqHGwA,36
-Z03-mJBBLoroXF7H0DLSw,36
bzpCVgnqlpeJ2foJO7l6UQ,36
mMhommZcOLN0iEMk2lGd-A,36
AvTw4_Zthg42i9ERWIgIZw,36
lSK92KDJgwoKPn0pNTvgLQ,36
Pwe7eoMQSMpxbgKpG4bn0A,36
QUdNHq5TCSSvAOc5TMCa2A,36
04PKYCCU7G13AWSv-BAaMw,36
bXfB2rF876YqRMHzI6iUmw,36
bN6pGyLRXyDxM9FGVat35w,36
QHqZOMqDBW-lAnipdtoFsA,36
bmssZFLAAscTN98_6M_mSQ,36
tHqhYX7esQ1ltIUmtO1OZg,36
liZlY8xqR4WTneZzGtq6MA,36
lejNFybDkFW63_GilLDUww,36
dqS2qXTYUpF7S-DeHhYfYg,36
LXv5kYVKNjjXsDMPGl6Y6w,36
lTqAGjcQHeY3eTXBTIcvkA,36
bmALPLSG9fSJ6jEV8UO_yQ,36
zRjpagNQNZoovYfnmKxYmw,36
-xhTcS5y-7LwHPRfBxJhfw,36
sOpHMfwte2aVnUxSGRoNHw,36
A6jw563_SNXf7mPNE-GSzA,36
TS_uWCZha4VS3LDZ-XRHAg,36
N9tY2WK0DaTf8O-Pkg5d9Q,36
PwbaCaNFxHwiB2Q9Nwo90w,36
LJU41_sZtDMNXSCBvmXAlQ,36
tVfJPW14AeuAHDJeleWWdQ,36
